customer_id,customer_name,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,RFM_Segment
HM-4980,Henry MacAllister,Consumer,465,5,4409.3,1,1,2,4,Lost
HP-14815,Harold Pawlan,Home Office,31,24,7321.44,3,3,3,9,Loyal Customers
HP-4815,Harold Pawlan,Home Office,64,5,1196.68,2,1,1,4,Hibernating
HR-14770,Hallie Redmond,Home Office,14,18,11126.93,4,3,3,10,Champions
HR-14830,Harold Ryan,Corporate,52,21,9637.15,2,3,3,8,At Risk
HR-4770,Hallie Redmond,Home Office,188,8,4550.32,1,2,2,5,Lost
HR-4830,Harold Ryan,Corporate,149,3,391.94,1,1,1,3,Lost
HW-14935,Helen Wasserman,Corporate,35,28,17199.2,3,4,4,11,Loyal Customers
HW-4935,Helen Wasserman,Corporate,57,7,1174.82,2,2,1,5,Hibernating
HZ-14950,Henia Zydlo,Consumer,36,22,9656.4,3,3,3,9,Loyal Customers
HZ-4950,Henia Zydlo,Consumer,209,6,2830.42,1,1,2,4,Lost
IG-15085,Ivan Gibson,Consumer,14,25,10383.13,4,3,3,10,Champions
IG-5085,Ivan Gibson,Consumer,2,12,5766.24,4,2,2,8,Potential Loyalists
IL-15100,Ivan Liston,Consumer,117,25,11802.69,1,3,3,7,Cant Lose Them
IL-5100,Ivan Liston,Consumer,164,7,1052.81,1,2,1,4,Lost
IM-15055,Ionia McGrath,Consumer,16,15,5154.84,3,3,2,8,Loyal Customers
IM-15070,Irene Maddox,Consumer,41,27,17854.1,2,4,4,10,At Risk
IM-5055,Ionia McGrath,Consumer,20,7,4324.95,3,2,2,7,Potential Loyalists
IM-5070,Irene Maddox,Consumer,51,7,2064.07,2,2,2,6,At Risk
JA-15970,Joseph Airdo,Consumer,1,25,17105.47,4,3,4,11,Champions
JA-5970,Joseph Airdo,Consumer,1,7,1057.23,4,2,1,7,Potential Loyalists
JB-15400,Jennifer Braxton,Corporate,8,34,13085.5,4,4,3,11,Champions
JB-15925,Joni Blumstein,Consumer,10,19,12325.29,4,3,3,10,Champions
JB-16000,Joy Bell-,Consumer,2,32,22127.18,4,4,4,12,Champions
JB-16045,Julia Barnett,Home Office,1,24,13851.28,4,3,4,11,Champions
JB-5400,Jennifer Braxton,Corporate,83,7,2172.03,2,2,2,6,At Risk
JB-5925,Joni Blumstein,Consumer,23,8,1012.09,3,2,1,6,Potential Loyalists
JB-6000,Joy Bell-,Consumer,175,7,1881.01,1,2,2,5,Lost
JB-6045,Julia Barnett,Home Office,29,10,3235.66,3,2,2,7,Potential Loyalists
JC-15340,Jasper Cacioppo,Consumer,35,29,17836.28,3,4,4,11,Loyal Customers
JC-15385,Jenna Caffey,Consumer,9,25,12978.93,4,3,3,10,Champions
JC-15775,John Castell,Consumer,2,25,10582.79,4,3,3,10,Champions
JC-16105,Julie Creighton,Corporate,58,28,11079.1,2,4,3,9,At Risk
JC-5340,Jasper Cacioppo,Consumer,143,6,606.1,1,1,1,3,Lost
JC-5385,Jenna Caffey,Consumer,16,9,3183.08,3,2,2,7,Potential Loyalists
JC-5775,John Castell,Consumer,14,5,1712.49,4,1,2,7,Potential Loyalists
JC-6105,Julie Creighton,Corporate,103,6,3914.94,1,1,2,4,Lost
JD-15790,John Dryer,Consumer,16,24,10267.75,3,3,3,9,Loyal Customers
JD-15895,Jonathan Doherty,Corporate,7,32,16711.32,4,4,4,12,Champions
JD-16015,Joy Daniels,Consumer,49,24,8690.63,2,3,3,8,At Risk
JD-16060,Julia Dunbar,Consumer,66,19,7683.04,2,3,3,8,At Risk
JD-16150,Justin Deggeller,Corporate,1,28,18281.85,4,4,4,12,Champions
JD-5790,John Dryer,Consumer,300,5,1323.07,1,1,1,3,Lost
JD-5895,Jonathan Doherty,Corporate,3,6,2770.43,4,1,2,7,Potential Loyalists
JD-6015,Joy Daniels,Consumer,43,8,2652.78,2,2,2,6,At Risk
JD-6060,Julia Dunbar,Consumer,141,9,3541.44,1,2,2,5,Lost
JD-6150,Justin Deggeller,Corporate,22,6,5329.77,3,1,2,6,Potential Loyalists
JE-15475,Jeremy Ellison,Consumer,36,22,5905.08,3,3,2,8,Loyal Customers
JE-15610,Jim Epp,Corporate,43,26,13192.69,2,3,4,9,At Risk
JE-15715,Joe Elijah,Consumer,10,36,22275.27,4,4,4,12,Champions
JE-15745,Joel Eaton,Consumer,33,35,19629.13,3,4,4,11,Loyal Customers
JE-16165,Justin Ellison,Corporate,21,20,8352.72,3,3,3,9,Loyal Customers
JE-5475,Jeremy Ellison,Consumer,28,8,914.18,3,2,1,6,Potential Loyalists
JE-5610,Jim Epp,Corporate,176,6,756.86,1,1,1,3,Lost
JE-5715,Joe Elijah,Consumer,87,7,180.3,2,2,1,5,Hibernating
JE-5745,Joel Eaton,Consumer,195,7,2275.5,1,2,2,5,Lost
JE-6165,Justin Ellison,Corporate,37,8,4555.72,2,2,2,6,At Risk
JF-15190,Jamie Frazer,Consumer,7,28,17064.71,4,4,4,12,Champions
JF-15295,Jason Fortune-,Consumer,57,24,20382.25,2,3,4,9,At Risk
JF-15355,Jay Fein,Consumer,14,22,7343.57,4,3,3,10,Champions
JF-15415,Jennifer Ferguson,Consumer,3,23,14717.47,4,3,4,11,Champions
JF-15490,Jeremy Farry,Consumer,5,30,9234.53,4,4,3,11,Champions
JF-15565,Jill Fjeld,Consumer,2,29,19844.15,4,4,4,12,Champions
JF-5190,Jamie Frazer,Consumer,150,8,3510.17,1,2,2,5,Lost
JF-5295,Jason Fortune-,Consumer,64,8,2433.94,2,2,2,6,At Risk
JF-5355,Jay Fein,Consumer,97,9,3475.76,2,2,2,6,At Risk
JF-5415,Jennifer Ferguson,Consumer,38,11,8227.02,2,2,3,7,At Risk
JF-5490,Jeremy Farry,Consumer,100,7,1487.38,2,2,1,5,Hibernating
JF-5565,Jill Fjeld,Consumer,421,6,3776.7,1,1,2,4,Lost
JG-15115,Jack Garza,Consumer,69,19,12801.83,2,3,3,8,At Risk
JG-15160,James Galang,Consumer,2,32,19963.41,4,4,4,12,Champions
JG-15310,Jason Gross,Corporate,3,24,12733.7,4,3,3,10,Champions
JG-15805,John Grady,Corporate,1,37,22015.39,4,4,4,12,Champions
JG-5115,Jack Garza,Consumer,6,9,2907.68,4,2,2,8,Potential Loyalists
JG-5160,James Galang,Consumer,17,8,1588.12,3,2,1,6,Potential Loyalists
JG-5310,Jason Gross,Corporate,44,5,836.99,2,1,1,4,Hibernating
JG-5805,John Grady,Corporate,134,3,208.38,1,1,1,3,Lost
JH-15430,Jennifer Halladay,Consumer,6,31,11806.2,4,4,3,11,Champions
JH-15820,John Huston,Consumer,14,31,23586.72,4,4,4,12,Champions
JH-15910,Jonathan Howell,Consumer,42,32,12532.72,2,4,3,9,At Risk
JH-15985,Joseph Holt,Consumer,12,38,18863.4,4,4,4,12,Champions
JH-16180,Justin Hirsh,Consumer,51,31,18267.01,2,4,4,10,At Risk
JH-5430,Jennifer Halladay,Consumer,8,9,883.48,4,2,1,7,Potential Loyalists
JH-5820,John Huston,Consumer,43,7,2359.01,2,2,2,6,At Risk
JH-5910,Jonathan Howell,Consumer,41,8,4013.99,2,2,2,6,At Risk
JH-5985,Joseph Holt,Consumer,53,7,2073.48,2,2,2,6,At Risk
JH-6180,Justin Hirsh,Consumer,28,9,5651.9,3,2,2,7,Potential Loyalists
JJ-15445,Jennifer Jackson,Consumer,34,19,9696.85,3,3,3,9,Loyal Customers
JJ-15760,Joel Jenkins,Home Office,3,28,18103.64,4,4,4,12,Champions
JJ-5445,Jennifer Jackson,Consumer,20,6,2490.2,3,1,2,6,Potential Loyalists
JJ-5760,Joel Jenkins,Home Office,269,6,1890.13,1,1,2,4,Lost
JK-15205,Jamie Kunitz,Consumer,62,24,10917.0,2,3,3,8,At Risk
JK-15325,Jason Klamczynski,Corporate,78,28,17000.84,2,4,4,10,At Risk
JK-15370,Jay Kimmel,Consumer,2,27,10189.51,4,4,3,11,Champions
JK-15625,Jim Karlsson,Consumer,2,27,12754.41,4,4,3,11,Champions
JK-15640,Jim Kriz,Home Office,1,26,12637.45,4,3,3,10,Champions
JK-15730,Joe Kamberova,Consumer,49,34,20825.89,2,4,4,10,At Risk
JK-16090,Juliana Krohn,Consumer,9,33,21918.74,4,4,4,12,Champions
JK-16120,Julie Kriz,Home Office,98,26,13134.72,2,3,4,9,At Risk
JK-5205,Jamie Kunitz,Consumer,592,5,1617.6,1,1,1,3,Lost
JK-5325,Jason Klamczynski,Corporate,461,3,203.39,1,1,1,3,Lost
JK-5370,Jay Kimmel,Consumer,145,6,3211.45,1,1,2,4,Lost
JK-5625,Jim Karlsson,Consumer,317,8,4364.76,1,2,2,5,Lost
JK-5640,Jim Kriz,Home Office,174,4,428.43,1,1,1,3,Lost
JK-5730,Joe Kamberova,Consumer,484,6,5862.87,1,1,2,4,Lost
JK-6090,Juliana Krohn,Consumer,13,5,1215.52,4,1,1,6,Potential Loyalists
JK-6120,Julie Kriz,Home Office,141,6,2513.07,1,1,2,4,Lost
JL-15130,Jack Lebron,Consumer,9,28,12908.5,4,4,3,11,Champions
JL-15175,James Lanier,Home Office,7,27,13499.87,4,4,4,12,Champions
JL-15235,Janet Lee,Consumer,14,24,18725.39,4,3,4,11,Champions
JL-15505,Jeremy Lonsdale,Consumer,31,22,8631.7,3,3,3,9,Loyal Customers
JL-15835,John Lee,Consumer,22,30,22594.04,3,4,4,11,Loyal Customers
JL-15850,John Lucas,Consumer,45,22,8497.68,2,3,3,8,At Risk
JL-5130,Jack Lebron,Consumer,198,12,5765.4,1,2,2,5,Lost
JL-5175,James Lanier,Home Office,125,5,1353.09,1,1,1,3,Lost
JL-5235,Janet Lee,Consumer,2,4,1751.71,4,1,2,7,Potential Loyalists
JL-5505,Jeremy Lonsdale,Consumer,342,3,2729.34,1,1,2,4,Lost
JL-5835,John Lee,Consumer,55,7,3388.28,2,2,2,6,At Risk
JL-5850,John Lucas,Consumer,698,4,2003.6,1,1,2,4,Lost
JM-15250,Janet Martin,Consumer,36,24,15594.46,3,3,4,10,Loyal Customers
JM-15265,Janet Molinari,Corporate,38,29,15036.55,2,4,4,10,At Risk
JM-15535,Jessica Myrick,Consumer,15,20,6942.4,4,3,3,10,Champions
JM-15580,Jill Matthias,Consumer,1,24,13295.86,4,3,4,11,Champions
JM-15655,Jim Mitchum,Corporate,9,34,16294.73,4,4,4,12,Champions
JM-15865,John Murray,Consumer,69,29,20841.95,2,4,4,10,At Risk
JM-16195,Justin MacKendrick,Consumer,58,25,7825.56,2,3,3,8,At Risk
JM-5250,Janet Martin,Consumer,7,5,2424.2,4,1,2,7,Potential Loyalists
JM-5265,Janet Molinari,Corporate,121,4,1131.91,1,1,1,3,Lost
JM-5535,Jessica Myrick,Consumer,244,5,847.83,1,1,1,3,Lost
JM-5580,Jill Matthias,Consumer,50,5,880.32,2,1,1,4,Hibernating
JM-5655,Jim Mitchum,Corporate,123,8,3602.67,1,2,2,5,Lost
JM-5865,John Murray,Consumer,71,6,1544.27,2,1,1,4,Hibernating
JM-6195,Justin MacKendrick,Consumer,13,8,1200.49,4,2,1,7,Potential Loyalists
JO-15145,Jack O'Briant,Corporate,58,23,10440.98,2,3,3,8,At Risk
JO-15280,Jas O'Carroll,Consumer,15,21,7123.57,4,3,3,10,Champions
JO-15550,Jesus Ocampo,Home Office,72,19,4002.89,2,3,2,7,At Risk
JO-5145,Jack O'Briant,Corporate,6,6,2904.71,4,1,2,7,Potential Loyalists
JO-5280,Jas O'Carroll,Consumer,20,4,1694.85,3,1,2,6,Potential Loyalists
JO-5550,Jesus Ocampo,Home Office,13,9,4203.78,4,2,2,8,Potential Loyalists
JP-15460,Jennifer Patt,Corporate,37,26,10916.37,2,3,3,8,At Risk
JP-15520,Jeremy Pistek,Consumer,9,26,16429.05,4,3,4,11,Champions
JP-16135,Julie Prescott,Home Office,44,34,10163.51,2,4,3,9,At Risk
JP-5460,Jennifer Patt,Corporate,189,10,3294.02,1,2,2,5,Lost
JP-5520,Jeremy Pistek,Consumer,113,4,2227.52,1,1,2,4,Lost
JP-6135,Julie Prescott,Home Office,27,8,4432.65,3,2,2,7,Potential Loyalists
JR-15670,Jim Radford,Consumer,13,20,13338.09,4,3,4,11,Champions
JR-15700,Jocasta Rupert,Consumer,8,18,9568.32,4,3,3,10,Champions
JR-16210,Justin Ritter,Corporate,19,21,12589.96,3,3,3,9,Loyal Customers
JR-5670,Jim Radford,Consumer,129,6,2585.03,1,1,2,4,Lost
JR-5700,Jocasta Rupert,Consumer,14,6,1673.16,4,1,1,6,Potential Loyalists
JR-6210,Justin Ritter,Corporate,38,6,1033.29,2,1,1,4,Hibernating
JS-15595,Jill Stevenson,Corporate,6,18,9334.64,4,3,3,10,Champions
JS-15685,Jim Sink,Corporate,41,26,14338.52,2,4,4,10,At Risk
JS-15880,John Stevenson,Consumer,12,20,10443.1,4,3,3,10,Champions
JS-15940,Joni Sundaresam,Home Office,6,15,3874.77,4,3,2,9,Loyal Customers
JS-16030,Joy Smith,Consumer,22,32,19218.81,3,4,4,11,Loyal Customers
JS-5595,Jill Stevenson,Corporate,680,6,806.69,1,1,1,3,Lost
JS-5685,Jim Sink,Corporate,143,5,1944.06,1,1,2,4,Lost
JS-5880,John Stevenson,Consumer,209,6,1746.0,1,1,2,4,Lost
JS-5940,Joni Sundaresam,Home Office,24,13,2927.34,3,2,2,7,Potential Loyalists
JS-6030,Joy Smith,Consumer,219,4,1573.04,1,1,1,3,Lost
JW-15220,Jane Waco,Corporate,13,34,23103.73,4,4,4,12,Champions
JW-15955,Joni Wasserman,Consumer,6,30,10640.83,4,4,3,11,Champions
JW-16075,Julia West,Consumer,2,25,19852.77,4,3,4,11,Champions
JW-5220,Jane Waco,Corporate,101,6,7184.72,1,1,3,5,Lost
JW-5955,Joni Wasserman,Consumer,107,2,307.8,1,1,1,3,Lost
JW-6075,Julia West,Consumer,267,4,747.21,1,1,1,3,Lost
KA-16525,Kelly Andreada,Consumer,17,35,17449.9,3,4,4,11,Loyal Customers
KA-6525,Kelly Andreada,Consumer,94,7,1429.88,2,2,1,5,Hibernating
KB-16240,Karen Bern,Corporate,5,27,9900.7,4,4,3,11,Champions
KB-16315,Karl Braun,Consumer,3,29,14542.76,4,4,4,12,Champions
KB-16405,Katrina Bavinger,Home Office,20,28,13786.09,3,4,4,11,Loyal Customers
KB-16585,Ken Black,Corporate,94,27,16385.75,2,4,4,10,At Risk
KB-16600,Ken Brennan,Corporate,2,25,10295.96,4,3,3,10,Champions
KB-6240,Karen Bern,Corporate,202,7,1945.32,1,2,2,5,Lost
KB-6315,Karl Braun,Consumer,23,11,2957.72,3,2,2,7,Potential Loyalists
KB-6405,Katrina Bavinger,Home Office,388,3,238.55,1,1,1,3,Lost
KB-6585,Ken Black,Corporate,372,2,216.78,1,1,1,3,Lost
KB-6600,Ken Brennan,Corporate,10,11,1167.74,4,2,1,7,Potential Loyalists
KC-16255,Karen Carlisle,Corporate,45,27,9321.96,2,4,3,9,At Risk
KC-16540,Kelly Collister,Consumer,42,25,18897.13,2,3,4,9,At Risk
KC-16675,Kimberly Carter,Corporate,3,23,13531.28,4,3,4,11,Champions
KC-6255,Karen Carlisle,Corporate,58,8,1094.36,2,2,1,5,Hibernating
KC-6540,Kelly Collister,Consumer,34,7,505.89,3,2,1,6,Potential Loyalists
KC-6675,Kimberly Carter,Corporate,20,3,391.84,3,1,1,5,Potential Loyalists
KD-16270,Karen Daniels,Consumer,37,29,23204.27,2,4,4,10,At Risk
KD-16345,Katherine Ducich,Consumer,42,15,11157.04,2,3,3,8,At Risk
KD-16495,Keith Dawkins,Corporate,47,36,24996.5,2,4,4,10,At Risk
KD-16615,Ken Dana,Corporate,76,24,12348.44,2,3,3,8,At Risk
KD-6270,Karen Daniels,Consumer,812,1,813.06,1,1,1,3,Lost
KD-6345,Katherine Ducich,Consumer,58,6,536.46,2,1,1,4,Hibernating
KD-6495,Keith Dawkins,Corporate,399,4,1454.76,1,1,1,3,Lost
KD-6615,Ken Dana,Corporate,187,3,205.98,1,1,1,3,Lost
KE-16420,Katrina Edelman,Corporate,27,31,12928.69,3,4,3,10,Loyal Customers
KE-6420,Katrina Edelman,Corporate,252,4,622.45,1,1,1,3,Lost
KF-16285,Karen Ferguson,Home Office,38,21,15164.87,2,3,4,9,At Risk
KF-6285,Karen Ferguson,Home Office,33,9,3100.15,3,2,2,7,Potential Loyalists
KH-16330,Katharine Harms,Corporate,17,26,15045.64,3,4,4,11,Loyal Customers
KH-16360,Katherine Hughes,Consumer,2,28,9983.51,4,4,3,11,Champions
KH-16510,Keith Herrera,Consumer,23,26,15340.4,3,4,4,11,Loyal Customers
KH-16630,Ken Heidel,Corporate,9,27,7220.7,4,4,3,11,Champions
KH-16690,Kristen Hastings,Corporate,3,39,18158.46,4,4,4,12,Champions
KH-6330,Katharine Harms,Corporate,20,13,3371.21,3,2,2,7,Potential Loyalists
KH-6360,Katherine Hughes,Consumer,101,7,2221.36,1,2,2,5,Lost
KH-6510,Keith Herrera,Consumer,16,7,1544.34,3,2,1,6,Potential Loyalists
KH-6630,Ken Heidel,Corporate,327,5,1795.87,1,1,2,4,Lost
KH-6690,Kristen Hastings,Corporate,239,7,1696.01,1,2,2,5,Lost
KL-16555,Kelly Lampkin,Corporate,16,26,12064.39,3,4,3,10,Loyal Customers
KL-16645,Ken Lonsdale,Consumer,48,28,22553.11,2,4,4,10,At Risk
KL-6555,Kelly Lampkin,Corporate,176,7,2184.06,1,2,2,5,Lost
KL-6645,Ken Lonsdale,Consumer,1,5,1576.3,4,1,1,6,Potential Loyalists
KM-16225,Kalyca Meade,Corporate,1,18,7754.55,4,3,3,10,Champions
KM-16375,Katherine Murray,Home Office,3,28,16394.46,4,4,4,12,Champions
KM-16660,Khloe Miller,Consumer,16,29,10785.26,3,4,3,10,Loyal Customers
KM-16720,Kunst Miller,Consumer,29,23,14041.02,3,3,4,10,Loyal Customers
KM-6225,Kalyca Meade,Corporate,372,3,891.36,1,1,1,3,Lost
KM-6375,Katherine Murray,Home Office,322,5,2124.7,1,1,2,4,Lost
KM-6660,Khloe Miller,Consumer,31,3,188.54,3,1,1,5,Potential Loyalists
KM-6720,Kunst Miller,Consumer,350,3,2928.65,1,1,2,4,Lost
KN-16390,Katherine Nockton,Corporate,20,29,19350.15,3,4,4,11,Loyal Customers
KN-16450,Kean Nguyen,Corporate,38,26,16294.7,2,4,4,10,At Risk
KN-16705,Kristina Nunn,Home Office,99,19,5884.78,2,3,2,7,At Risk
KN-6390,Katherine Nockton,Corporate,274,3,318.72,1,1,1,3,Lost
KN-6450,Kean Nguyen,Corporate,94,8,1767.28,2,2,2,6,At Risk
KN-6705,Kristina Nunn,Home Office,124,5,4830.86,1,1,2,4,Lost
KS-16300,Karen Seio,Corporate,36,21,5103.36,3,3,2,8,Loyal Customers
KS-6300,Karen Seio,Corporate,107,4,221.61,1,1,1,3,Lost
KT-16465,Kean Takahito,Consumer,44,32,15725.04,2,4,4,10,At Risk
KT-16480,Kean Thornton,Consumer,28,20,6240.65,3,3,2,8,Loyal Customers
KT-6465,Kean Takahito,Consumer,106,7,1532.12,1,2,1,4,Lost
KT-6480,Kean Thornton,Consumer,85,7,2119.74,2,2,2,6,At Risk
KW-16435,Katrina Willman,Consumer,27,23,15319.97,3,3,4,10,Loyal Customers
KW-16570,Kelly Williams,Consumer,23,34,9256.06,3,4,3,10,Loyal Customers
KW-6435,Katrina Willman,Consumer,148,4,427.29,1,1,1,3,Lost
KW-6570,Kelly Williams,Consumer,49,6,2577.72,2,1,2,5,Hibernating
LA-16780,Laura Armstrong,Corporate,14,34,24273.0,4,4,4,12,Champions
LA-6780,Laura Armstrong,Corporate,2,12,3589.44,4,2,2,8,Potential Loyalists
LB-16735,Larry Blacks,Consumer,10,29,12686.04,4,4,3,11,Champions
LB-16795,Laurel Beltran,Home Office,40,31,24589.87,2,4,4,10,At Risk
LB-6735,Larry Blacks,Consumer,138,7,1897.95,1,2,2,5,Lost
LB-6795,Laurel Beltran,Home Office,57,8,1796.12,2,2,2,6,At Risk
LC-16870,Lena Cacioppo,Consumer,28,21,9859.89,3,3,3,9,Loyal Customers
LC-16885,Lena Creighton,Consumer,17,29,17058.81,3,4,4,11,Loyal Customers
LC-16930,Linda Cazamias,Corporate,42,26,11660.69,2,4,3,9,At Risk
LC-16960,Lindsay Castell,Home Office,3,22,11812.1,4,3,3,10,Champions
LC-17050,Liz Carlisle,Consumer,5,23,12933.87,4,3,3,10,Champions
LC-17140,Logan Currie,Consumer,14,30,13128.24,4,4,3,11,Champions
LC-6870,Lena Cacioppo,Consumer,24,8,1220.45,3,2,1,6,Potential Loyalists
LC-6885,Lena Creighton,Consumer,210,9,1828.09,1,2,2,5,Lost
LC-6930,Linda Cazamias,Corporate,72,9,5080.69,2,2,2,6,At Risk
LC-6960,Lindsay Castell,Home Office,192,8,2487.4,1,2,2,5,Lost
LC-7050,Liz Carlisle,Consumer,7,7,7193.65,4,2,3,9,Potential Loyalists
LC-7140,Logan Currie,Consumer,17,6,2954.43,3,1,2,6,Potential Loyalists
LD-16855,Lela Donovan,Corporate,43,30,13361.93,2,4,4,10,At Risk
LD-17005,Lisa DeCherney,Consumer,50,27,11461.65,2,4,3,9,At Risk
LD-6855,Lela Donovan,Corporate,81,8,2822.71,2,2,2,6,At Risk
LD-7005,Lisa DeCherney,Consumer,44,6,361.69,2,1,1,4,Hibernating
LE-16810,Laurel Elliston,Consumer,15,24,10429.25,4,3,3,10,Champions
LE-6810,Laurel Elliston,Consumer,64,6,1049.52,2,1,1,4,Hibernating
LF-17185,Luke Foster,Consumer,23,22,12864.72,3,3,3,9,Loyal Customers
LF-7185,Luke Foster,Consumer,178,5,556.52,1,1,1,3,Lost
LH-16750,Larry Hughes,Consumer,13,22,7945.09,4,3,3,10,Champions
LH-16900,Lena Hernandez,Consumer,22,29,12098.38,3,4,3,10,Loyal Customers
LH-17020,Lisa Hazard,Consumer,42,18,8189.79,2,3,3,8,At Risk
LH-17155,Logan Haushalter,Consumer,76,29,14063.49,2,4,4,10,At Risk
LH-6750,Larry Hughes,Consumer,126,5,745.65,1,1,1,3,Lost
LH-6900,Lena Hernandez,Consumer,307,3,840.79,1,1,1,3,Lost
LH-7020,Lisa Hazard,Consumer,59,3,973.21,2,1,1,4,Hibernating
LH-7155,Logan Haushalter,Consumer,128,8,3228.75,1,2,2,5,Lost
LL-16840,Lauren Leatherbury,Consumer,27,26,11287.78,3,4,3,10,Loyal Customers
LL-6840,Lauren Leatherbury,Consumer,36,9,3649.15,3,2,2,7,Potential Loyalists
LM-17065,Liz MacKendrick,Consumer,85,18,9249.38,2,3,3,8,At Risk
LM-7065,Liz MacKendrick,Consumer,8,4,6280.47,4,1,3,8,Potential Loyalists
LO-17170,Lori Olson,Corporate,3,28,11256.32,4,4,3,11,Champions
LO-7170,Lori Olson,Corporate,5,7,2281.18,4,2,2,8,Potential Loyalists
LP-17080,Liz Pelletier,Consumer,41,24,7631.99,2,3,3,8,At Risk
LP-17095,Liz Preis,Consumer,10,26,15598.15,4,4,4,12,Champions
LP-7080,Liz Pelletier,Consumer,185,7,1831.34,1,2,2,5,Lost
LP-7095,Liz Preis,Consumer,1,4,1011.36,4,1,1,6,Potential Loyalists
LR-16915,Lena Radford,Consumer,27,26,22434.09,3,4,4,11,Loyal Customers
LR-17035,Lisa Ryan,Corporate,46,26,16118.97,2,4,4,10,At Risk
LR-6915,Lena Radford,Consumer,685,3,468.65,1,1,1,3,Lost
LR-7035,Lisa Ryan,Corporate,107,9,2677.98,1,2,2,5,Lost
LS-16945,Linda Southworth,Corporate,28,20,10420.12,3,3,3,9,Loyal Customers
LS-16975,Lindsay Shagiari,Home Office,21,22,8646.92,3,3,3,9,Loyal Customers
LS-17200,Luke Schmidt,Corporate,16,24,15258.74,3,3,4,10,Loyal Customers
LS-17230,Lycoris Saunders,Consumer,5,24,10577.17,4,3,3,10,Champions
LS-17245,Lynn Smith,Consumer,35,24,10758.99,3,3,3,9,Loyal Customers
LS-6945,Linda Southworth,Corporate,7,12,2726.03,4,2,2,8,Potential Loyalists
LS-6975,Lindsay Shagiari,Home Office,179,5,716.18,1,1,1,3,Lost
LS-7200,Luke Schmidt,Corporate,384,4,340.66,1,1,1,3,Lost
LS-7230,Lycoris Saunders,Consumer,100,10,1164.35,2,2,1,5,Hibernating
LS-7245,Lynn Smith,Consumer,218,6,953.15,1,1,1,3,Lost
LT-16765,Larry Tron,Consumer,7,30,17253.78,4,4,4,12,Champions
LT-17110,Liz Thompson,Consumer,35,26,12986.77,3,4,3,10,Loyal Customers
LT-6765,Larry Tron,Consumer,9,4,1365.33,4,1,1,6,Potential Loyalists
LT-7110,Liz Thompson,Consumer,56,6,8234.99,2,1,3,6,Lost
LW-16825,Laurel Workman,Corporate,23,20,9990.86,3,3,3,9,Loyal Customers
LW-16990,Lindsay Williams,Corporate,24,23,9111.85,3,3,3,9,Loyal Customers
LW-17125,Liz Willingham,Consumer,42,16,5369.27,2,3,2,7,At Risk
LW-17215,Luke Weiss,Consumer,22,24,10529.49,3,3,3,9,Loyal Customers
LW-6825,Laurel Workman,Corporate,33,11,881.75,3,2,1,6,Potential Loyalists
LW-6990,Lindsay Williams,Corporate,15,11,1869.77,4,2,2,8,Potential Loyalists
LW-7125,Liz Willingham,Consumer,34,9,2677.34,3,2,2,7,Potential Loyalists
LW-7215,Luke Weiss,Consumer,133,5,1522.01,1,1,1,3,Lost
MA-17560,Matt Abelman,Home Office,65,24,10813.79,2,3,3,8,At Risk
MA-17995,Michelle Arnett,Home Office,43,22,10006.45,2,3,3,8,At Risk
MA-7560,Matt Abelman,Home Office,233,4,1628.17,1,1,1,3,Lost
MA-7995,Michelle Arnett,Home Office,17,11,1928.01,3,2,2,7,Potential Loyalists
MB-17305,Maria Bertelson,Consumer,2,27,16729.35,4,4,4,12,Champions
MB-18085,Mick Brown,Consumer,45,30,14744.23,2,4,4,10,At Risk
MB-7305,Maria Bertelson,Consumer,23,8,4874.59,3,2,2,7,Potential Loyalists
MB-8085,Mick Brown,Consumer,12,8,1703.51,4,2,2,8,Potential Loyalists
MC-17275,Marc Crier,Consumer,45,34,11680.05,2,4,3,9,At Risk
MC-17425,Mark Cousins,Corporate,24,30,15055.41,3,4,4,11,Loyal Customers
MC-17575,Matt Collins,Consumer,28,33,14281.65,3,4,4,11,Loyal Customers
MC-17590,Matt Collister,Corporate,52,25,10118.84,2,3,3,8,At Risk
MC-17605,Matt Connell,Corporate,50,26,13019.2,2,4,3,9,At Risk
MC-17635,Matthew Clasen,Corporate,6,34,21113.51,4,4,4,12,Champions
MC-17845,Michael Chen,Consumer,2,31,14947.88,4,4,4,12,Champions
MC-18100,Mick Crebagga,Consumer,42,33,11353.75,2,4,3,9,At Risk
MC-18130,Mike Caudle,Corporate,52,23,8532.7,2,3,3,8,At Risk
MC-7275,Marc Crier,Consumer,236,5,4301.04,1,1,2,4,Lost
MC-7425,Mark Cousins,Corporate,36,5,1489.85,3,1,1,5,Potential Loyalists
MC-7575,Matt Collins,Consumer,10,8,3619.19,4,2,2,8,Potential Loyalists
MC-7590,Matt Collister,Corporate,337,3,1554.06,1,1,1,3,Lost
MC-7605,Matt Connell,Corporate,196,2,208.41,1,1,1,3,Lost
MC-7635,Matthew Clasen,Corporate,665,4,695.29,1,1,1,3,Lost
MC-7845,Michael Chen,Consumer,35,4,991.73,3,1,1,5,Potential Loyalists
MC-8100,Mick Crebagga,Consumer,105,3,659.34,1,1,1,3,Lost
MC-8130,Mike Caudle,Corporate,288,5,826.35,1,1,1,3,Lost
MD-17350,Maribeth Dona,Consumer,27,30,16455.33,3,4,4,11,Loyal Customers
